,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
1863,Maruti,Swift,ZDI BSIV,2015,"1,20,000 kms",Diesel,Third Owner,delhi,4.5 Lakh*
1864,Maruti,Wagon,R VXI AMT 1.2,2019,"25,000 kms",Petrol,First Owner,delhi,5.35 Lakh*
1865,Maruti,Gypsy,King Soft Top MPI BSIV,2007,"5,000 kms",Petrol,First Owner,delhi,2.35 Lakh*
1866,Audi,A3,35 TDI Premium Plus,2016,"45,000 kms",Diesel,Second Owner,delhi,17.75 Lakh*
1867,Maruti,Swift,VDI,2013,"89,000 kms",Diesel,First Owner,delhi,3.15 Lakh*
1868,Hyundai,Grand,i10 1.2 Kappa Magna BSIV,2018,"15,000 kms",Petrol,First Owner,delhi,4.5 Lakh*
1869,Hyundai,Grand,i10 Magna,2014,"1,93,000 kms",Petrol,First Owner,delhi,2.75 Lakh*
1870,Maruti,Wagon,R LXI DUO BSIII,2008,"60,000 kms",LPG,Second Owner,delhi,1.1 Lakh*
1871,Hyundai,Santro,Xing GL CNG,2010,"70,000 kms",CNG,Fourth & Above Owner,delhi,1.25 Lakh*
1872,Hyundai,Verna,CRDi 1.6 SX,2016,"75,000 kms",Diesel,First Owner,delhi,6.5 Lakh*
1873,Maruti,Wagon,R VXI BSIII,2007,"60,000 kms",Petrol,Fourth & Above Owner,delhi,"76,850*"
1874,Tata,Safari,2005-2017 DICOR 2.2 LX 4x2 BS IV,2011,"54,900 kms",Diesel,First Owner,delhi,5 Lakh*
1875,Kia,Seltos,HTK Plus G,2020,"18,000 kms",Petrol,First Owner,delhi,12.49 Lakh*
1876,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2011,"90,000 kms",Diesel,Second Owner,delhi,4.5 Lakh*
1877,Mercedes-Benz,S-Class,S 500,2010,"70,000 kms",Petrol,Second Owner,delhi,15 Lakh*
1878,Maruti,Baleno,Delta,2019,"5,000 kms",Petrol,First Owner,delhi,6.5 Lakh*
1879,Honda,Civic,1.8 S AT,2007,"40,000 kms",Petrol,Third Owner,delhi,1.5 Lakh*
1880,Toyota,Innova,2.5 G (Diesel) 8 Seater,2015,"1,80,000 kms",Diesel,Second Owner,delhi,7.25 Lakh*
1881,Chevrolet,Beat,Diesel PS,2012,"1,00,000 kms",Diesel,Second Owner,delhi,1.5 Lakh*
1882,Maruti,Ritz,LXI,2011,"60,000 kms",Petrol,First Owner,delhi,2.35 Lakh*
1883,Mahindra,Scorpio,SLE BSIV,2013,"1,20,000 kms",Diesel,First Owner,delhi,4.6 Lakh*
1884,Maruti,Alto,800 LXI,2017,"50,000 kms",Petrol,Second Owner,delhi,2.7 Lakh*
1885,Maruti,Swift,LXI Optional-O,2017,"40,000 kms",Petrol,First Owner,delhi,4.25 Lakh*
1886,Jeep,Compass,1.4 Limited Option Black,2019,"20,000 kms",Petrol,First Owner,delhi,17.75 Lakh*
1887,Hyundai,i20,Petrol CVT Magna Executive,2018,"14,000 kms",Petrol,First Owner,delhi,6.95 Lakh*
1888,Maruti,Wagon,R LXI,2014,"70,000 kms",Petrol,First Owner,delhi,2.3 Lakh*
1889,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2014,"33,465 kms",Diesel,First Owner,delhi,8.25 Lakh*
1890,Maruti,Wagon,R LX DUO BSIII,2008,"1,20,000 kms",LPG,Second Owner,delhi,"95,000*"
1891,Hyundai,EON,Era Plus,2015,"35,000 kms",Petrol,Third Owner,delhi,2.65 Lakh*
1892,Maruti,Eeco,CNG 5 Seater AC BSIV,2015,"1,00,000 kms",CNG,Second Owner,delhi,2.8 Lakh*
1893,Ford,Endeavour,2.5L 4X2 MT,2012,"40,000 kms",Diesel,First Owner,delhi,5.7 Lakh*
1894,Honda,Brio,EX MT,2013,"44,500 kms",Petrol,First Owner,delhi,3.25 Lakh*
1895,Maruti,Ciaz,VDi Plus SHVS,2016,"70,000 kms",Diesel,Second Owner,delhi,6.35 Lakh*
1896,Hyundai,Xcent,1.2 Kappa Base,2016,"80,000 kms",Petrol,First Owner,delhi,2.6 Lakh*
1897,Honda,City,1.5 GXI,2006,"70,000 kms",Petrol,First Owner,delhi,1.25 Lakh*
1898,Honda,City,1.5 V AT,2011,"90,000 kms",Petrol,Second Owner,delhi,3.5 Lakh*
1899,Renault,Duster,110PS Diesel RXZ Optional with Nav,2015,"58,130 kms",Diesel,First Owner,delhi,5.1 Lakh*
1900,BMW,5,Series 530d,2010,"1,79,481 kms",Diesel,First Owner,delhi,8.09 Lakh*
1901,Hyundai,Verna,1.6 CRDI,2012,"94,892 kms",Diesel,First Owner,delhi,3.1 Lakh*
1902,Hyundai,Venue,SX Turbo BSIV,2019,"16,628 kms",Petrol,First Owner,delhi,8.98 Lakh*
1903,Hyundai,Santro,Xing GL,2011,"40,000 kms",Petrol,First Owner,delhi,1.5 Lakh*
1904,Chevrolet,Cruze,LTZ,2011,"1,04,000 kms",Diesel,First Owner,delhi,6 Lakh*
1905,Volkswagen,Vento,Diesel Trendline,2012,"1,10,000 kms",Diesel,Second Owner,delhi,2.25 Lakh*
1906,Toyota,Etios,Liva GD,2011,"1,00,000 kms",Diesel,First Owner,delhi,2.5 Lakh*
1907,Maruti,Swift,VDI BSIV,2018,"51,299 kms",Diesel,Second Owner,delhi,6.5 Lakh*
1908,Chevrolet,Beat,LS,2010,"80,000 kms",Petrol,Third Owner,delhi,1.2 Lakh*
1909,Honda,City,1.5 S AT,2012,"80,000 kms",Petrol,First Owner,delhi,5.5 Lakh*
1910,Honda,City,1.5 V MT,2010,"1,10,000 kms",Petrol,Second Owner,delhi,3.7 Lakh*
1911,Toyota,Etios,GD,2015,"1,57,000 kms",Diesel,First Owner,delhi,3.7 Lakh*
1912,Hyundai,i20,Magna Optional 1.2,2012,"85,000 kms",Petrol,Second Owner,delhi,3.25 Lakh*
1913,Honda,Jazz,S,2009,"2,03,400 kms",Petrol,First Owner,delhi,2.1 Lakh*
1914,Skoda,Rapid,1.5 TDI Ambition,2015,"60,000 kms",Diesel,First Owner,delhi,5 Lakh*
1915,Maruti,Ertiga,SHVS VDI,2016,"71,500 kms",Diesel,Second Owner,delhi,7 Lakh*
1916,Audi,A6,2.0 TDI,2015,"70,000 kms",Diesel,Third Owner,delhi,20 Lakh*
1917,Maruti,Wagon,R LXI CNG,2015,"56,000 kms",CNG,First Owner,delhi,3.1 Lakh*
1918,Maruti,Wagon,R CNG LXI,2016,"49,000 kms",CNG,First Owner,delhi,3.1 Lakh*
1919,Mercedes-Benz,E-Class,E350 CDI Avantgarde,2010,"80,000 kms",Diesel,First Owner,delhi,10.5 Lakh*
1920,Maruti,Alto,LXi,2010,"83,500 kms",Petrol,First Owner,delhi,1.6 Lakh*
1921,Toyota,Corolla,Altis 1.8 VL AT,2009,"1,40,000 kms",Petrol,Second Owner,delhi,2.78 Lakh*
1922,Renault,Pulse,RxL Optional,2012,"72,046 kms",Diesel,First Owner,delhi,1.95 Lakh*
1923,Maruti,Eeco,5 STR With AC Plus HTR CNG,2010,"90,000 kms",CNG,Third Owner,delhi,1.2 Lakh*
1924,Renault,Duster,110PS Diesel RxZ,2012,"90,000 kms",Diesel,Second Owner,delhi,3.5 Lakh*
1925,Tata,Indigo,eGLS BS IV,2015,"60,000 kms",Petrol,Second Owner,delhi,1.95 Lakh*
1926,Maruti,Swift,Dzire VDI,2014,"70,000 kms",Diesel,First Owner,delhi,3.8 Lakh*
1927,Hyundai,i20,2015-2017 Sportz 1.4 CRDi,2017,"34,000 kms",Diesel,First Owner,delhi,6.75 Lakh*
1928,Hyundai,i10,Era,2013,"37,000 kms",Petrol,First Owner,delhi,2.6 Lakh*
1929,Mahindra,Xylo,E4 BS IV,2011,"98,000 kms",Diesel,Third Owner,delhi,3 Lakh*
1930,Ford,Figo,Diesel ZXI,2012,"50,115 kms",Diesel,First Owner,delhi,2.4 Lakh*
1931,Ford,Fiesta,Classic 1.6 Duratec CLXI,2012,"80,000 kms",Petrol,Fourth & Above Owner,delhi,2.2 Lakh*
1932,Maruti,Swift,Dzire VXI,2013,"10,000 kms",Petrol,Second Owner,delhi,4.01 Lakh*
1933,Maruti,Swift,Dzire 1.2 Vxi BSIV,2010,"80,000 kms",Petrol,Second Owner,delhi,2.35 Lakh*
1934,Maruti,Baleno,Zeta 1.3,2018,"45,000 kms",Diesel,First Owner,delhi,7 Lakh*
1935,Volkswagen,Vento,Diesel Highline,2013,"80,000 kms",Diesel,Second Owner,delhi,4.5 Lakh*
1936,Volkswagen,Polo,Petrol Highline 1.2L,2010,"70,000 kms",Petrol,Second Owner,delhi,2.4 Lakh*
1937,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2011,"1,32,500 kms",Diesel,First Owner,delhi,5.5 Lakh*
1938,Ford,Aspire,1.5 TDCi Titanium,2018,"70,000 kms",Diesel,First Owner,delhi,4.5 Lakh*
1939,Maruti,Swift,VDI,2012,"74,303 kms",Diesel,First Owner,delhi,3.5 Lakh*
1940,Honda,Amaze,SX i-VTEC,2015,"50,000 kms",Petrol,First Owner,delhi,5 Lakh*
1941,Skoda,Rapid,1.6 MPI Elegance Plus,2015,"90,000 kms",Petrol,Second Owner,delhi,4.45 Lakh*
1942,Toyota,Fortuner,4x2 4 Speed AT,2012,"1,62,000 kms",Diesel,Second Owner,delhi,10.5 Lakh*
1943,Hyundai,Verna,1.6 SX,2013,"50,000 kms",Diesel,First Owner,delhi,5 Lakh*
1944,Toyota,Innova,Crysta 2016-2020 2.8 GX AT BSIV,2019,"70,000 kms",Diesel,First Owner,delhi,17.25 Lakh*
1945,BMW,X1,sDrive 20d xLine,2018,"40,000 kms",Diesel,First Owner,delhi,29 Lakh*
1946,Hyundai,Grand,i10 1.2 Kappa Magna BSIV,2018,"35,000 kms",Petrol,First Owner,delhi,4.5 Lakh*
1947,Fiat,Linea,1.3 Multijet Dynamic,2015,"52,000 kms",Diesel,First Owner,delhi,3.75 Lakh*
1948,Mahindra,XUV500,W6 2WD,2017,"50,000 kms",Diesel,First Owner,delhi,9 Lakh*
1949,Hyundai,Santro,Xing XE,2008,"1,20,000 kms",Petrol,Third Owner,delhi,"90,000*"
1950,Datsun,GO,A,2014,"40,000 kms",Petrol,Second Owner,delhi,2.1 Lakh*
1951,Maruti,Swift,ZDI BSIV,2015,"80,000 kms",Diesel,First Owner,delhi,4.3 Lakh*
1952,BMW,5,Series 525d,2011,"80,000 kms",Diesel,Second Owner,delhi,10 Lakh*
1953,Hyundai,Santro,Xing XL eRLX Euro II,2006,"91,000 kms",Petrol,First Owner,delhi,"85,000*"
1954,Toyota,Innova,Crysta 2016-2020 2.8 ZX AT BSIV,2017,"25,000 kms",Diesel,First Owner,delhi,18.5 Lakh*
1955,Maruti,Swift,LXI,2019,"23,742 Kms",Petrol,1st Owner,delhi,"₹ 5,10,500"
1956,Maruti,Ciaz,Delta,2018,"24,000 kms",Petrol,First Owner,delhi,7.25 Lakh*
1957,Maruti,Swift,Lxi BSIII,2009,"70,000 kms",Petrol,Third Owner,delhi,1.3 Lakh*
1958,Toyota,Innova,2.5 G (Diesel) 8 Seater,2013,"1,02,000 kms",Diesel,First Owner,delhi,5.7 Lakh*
1959,Maruti,Swift,Dzire Tour 1.2 S STD CNG,2019,"60,000 kms",CNG,First Owner,delhi,5.65 Lakh*
1960,Mahindra,XUV500,AT W10 FWD,2015,"19,000 kms",Diesel,First Owner,delhi,10 Lakh*
1961,Hyundai,Santa,4WD AT,2012,"118,874 Kms",Diesel,2nd Owner,delhi,"₹ 4,45,500"
1962,Hyundai,i20,1.2 Magna Executive,2017,"52,000 kms",Petrol,First Owner,delhi,5.1 Lakh*
1963,Maruti,Wagon,R LXI BS IV,2011,"1,20,000 kms",Petrol,Second Owner,delhi,1.4 Lakh*
1964,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2019,"5,000 kms",Petrol,First Owner,delhi,5.4 Lakh*
1965,Toyota,Etios,Liva 1.2 G,2016,"65,000 kms",Petrol,First Owner,delhi,4 Lakh*
1966,Toyota,Corolla,Altis D-4D J,2016,"60,000 kms",Diesel,First Owner,delhi,8.5 Lakh*
1967,Maruti,Baleno,Alpha,2020,"25,000 kms",Petrol,First Owner,delhi,7.3 Lakh*
1968,Maruti,Vitara,LDi,2016,"28,990 Kms",Diesel,1st Owner,delhi,"₹ 5,93,500"
1969,Maruti,Swift,VDI BSIV,2014,"80,000 kms",Diesel,First Owner,delhi,3.9 Lakh*
1970,Tata,Xenon,XT EX 4X2,2015,"50,752 kms",Diesel,First Owner,delhi,5.85 Lakh*
1971,Maruti,Wagon,R Stingray LXI,2016,"20,000 kms",Petrol,First Owner,delhi,3 Lakh*
1972,Mercedes-Benz,GLS,2016-2020 400 4MATIC,2018,"18,200 kms",Petrol,First Owner,delhi,73 Lakh*
1973,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,"2,39,252 kms",Diesel,First Owner,delhi,6 Lakh*
1974,Maruti,Baleno,Alpha 1.2,2015,"70,000 kms",Petrol,First Owner,delhi,5.4 Lakh*
1975,Bentley,Continental,GT Speed Convertible,2007,"29,000 kms",Petrol,First Owner,delhi,79 Lakh*
1976,Maruti,SX4,Zxi BSIII,2010,"1,10,000 kms",Petrol,Second Owner,delhi,2.5 Lakh*
1977,Hyundai,Santro,Xing GLS,2009,"58,000 kms",Petrol,First Owner,delhi,1.6 Lakh*
1978,Honda,City,i DTEC VX,2015,"84,122 kms",Diesel,Second Owner,delhi,5.32 Lakh*
1979,Hyundai,i20,Asta 1.4 CRDi,2014,"90,000 kms",Diesel,First Owner,delhi,6 Lakh*
1980,Hyundai,Santro,Xing GLS,2011,"71,000 kms",Petrol,Second Owner,delhi,1.75 Lakh*
1981,Audi,Q7,2006-2020 3.0 TDI Quattro Premium Plus,2014,"88,000 kms",Diesel,Second Owner,delhi,24.5 Lakh*
1982,Maruti,XL6,Alpha AT,2021,"1,000 kms",Petrol,First Owner,delhi,12.94 Lakh*
1983,Maruti,Alto,LXi,2009,"80,000 kms",Petrol,Second Owner,delhi,1.2 Lakh*
1984,Maruti,Swift,ZXI,2017,"57,000 kms",Petrol,First Owner,delhi,4.8 Lakh*
1985,Toyota,Corolla,Altis G,2010,"1,10,000 kms",Petrol,Second Owner,delhi,3.15 Lakh*
1986,Maruti,SX4,ZXI MT BSIV Leather,2009,"67,000 kms",Petrol,First Owner,delhi,1.8 Lakh*
1987,Audi,A4,2.0 TDI,2013,"68,000 kms",Diesel,First Owner,delhi,13 Lakh*
1988,Tata,Nexon,1.2 Revotron XM,2019,"25,610 kms",Petrol,First Owner,delhi,6.8 Lakh*
1989,Honda,City,i VTEC S,2017,"55,000 kms",Petrol,First Owner,delhi,7.25 Lakh*
1990,Mahindra,Ssangyong,Rexton RX7,2013,"44,000 kms",Diesel,First Owner,delhi,6.95 Lakh*
1991,Skoda,Rapid,1.6 MPI Ambition,2016,"20,000 kms",Petrol,First Owner,delhi,7.5 Lakh*
1992,Kia,Seltos,HTK Plus iMT,2020,"18,000 kms",Petrol,First Owner,delhi,12.5 Lakh*
1993,Jaguar,XE,2016-2019 2.0L Diesel Prestige,2018,"9,800 kms",Diesel,First Owner,delhi,33 Lakh*
1994,Maruti,Wagon,R CNG LXI BSIV,2016,"41,000 kms",CNG,First Owner,delhi,3.71 Lakh*
1995,Hyundai,Xcent,1.2 CRDi S,2017,"60,352 kms",Diesel,First Owner,delhi,4.21 Lakh*
1996,Mahindra,KUV,100 mFALCON G80 K4,2016,"50,000 kms",Petrol,First Owner,delhi,3.7 Lakh*
1997,Hyundai,i10,Asta,2011,"45,000 kms",Petrol,First Owner,delhi,2.4 Lakh*
1998,Hyundai,i20,Asta 1.4 CRDi,2015,"1,20,000 kms",Diesel,First Owner,delhi,4.5 Lakh*
1999,Hyundai,Creta,1.6 CRDi SX Plus,2015,"85,000 kms",Diesel,First Owner,delhi,7.8 Lakh*
2000,Maruti,Swift,Dzire Tour 1.2 S STD CNG Opt,2018,"80,150 kms",CNG,First Owner,delhi,4.1 Lakh*
2001,Chevrolet,Beat,Diesel LT,2011,"94,000 kms",Diesel,Second Owner,delhi,1.3 Lakh*
2002,Renault,Triber,RXZ BSIV,2019,"17,000 kms",Petrol,First Owner,delhi,6.51 Lakh*
2003,Mahindra,KUV,100 mFALCON G80 K4 5str,2016,"15,000 kms",Petrol,First Owner,delhi,3.1 Lakh*
2004,Hyundai,i10,Magna,2011,"68,000 kms",Petrol,Second Owner,delhi,1.9 Lakh*
2005,Toyota,Corolla,Altis GL,2010,"79,000 kms",Petrol,First Owner,delhi,3.3 Lakh*
2006,Maruti,Swift,Dzire AMT VXI BS IV,2017,"30,043 kms",Petrol,First Owner,delhi,6 Lakh*
2007,Renault,Duster,85PS Diesel RxL,2014,"68,000 kms",Diesel,First Owner,delhi,3.9 Lakh*
2008,Mahindra,XUV500,W6 2WD,2013,"78,000 kms",Diesel,First Owner,delhi,5.5 Lakh*
2009,Toyota,Etios,G,2012,"30,000 kms",Petrol,Second Owner,delhi,2.75 Lakh*
2010,Renault,Lodgy,110PS RxZ 8 Seater,2016,"45,000 kms",Diesel,First Owner,delhi,5.5 Lakh*
2011,Audi,A4,2.0 TDI 177 Bhp Technology Edition,2015,"32,000 kms",Diesel,First Owner,delhi,17 Lakh*
2012,Maruti,Swift,VDI,2017,"57,000 kms",Diesel,First Owner,delhi,5.35 Lakh*
2013,Hyundai,i10,Magna,2008,"90,000 kms",Petrol,Third Owner,delhi,"95,000*"
2014,Maruti,Dzire,VXI,2009,"64,700 kms",Petrol,Third Owner,delhi,1.7 Lakh*
2015,Toyota,Fortuner,2016-2021 2.8 2WD MT,2017,"27,000 kms",Diesel,First Owner,delhi,27.75 Lakh*
2016,Chevrolet,Aveo,1.4 CNG,2010,"65,000 kms",CNG,Second Owner,delhi,1.75 Lakh*
2017,Chevrolet,Beat,LT,2015,"34,050 kms",Petrol,First Owner,delhi,2.45 Lakh*
2018,Mahindra,XUV500,W8 4WD,2012,"86,000 kms",Diesel,First Owner,delhi,4.95 Lakh*
2019,Skoda,Rapid,1.5 TDI Elegance,2014,"80,000 kms",Diesel,Second Owner,delhi,3.2 Lakh*
2020,Hyundai,Grand,i10 Magna,2016,"24,000 kms",Petrol,First Owner,delhi,4.6 Lakh*
2021,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,"3,00,000 kms",Diesel,First Owner,delhi,4 Lakh*
2022,Kia,Seltos,GTX Plus,2019,"9,000 kms",Petrol,First Owner,delhi,17.25 Lakh*
2023,Mahindra,XUV500,W10 2WD,2015,"1,00,000 kms",Diesel,First Owner,delhi,10 Lakh*
2024,Hyundai,Creta,1.6 VTVT E Plus,2017,"73,000 kms",Petrol,First Owner,delhi,7.25 Lakh*
2025,Mercedes-Benz,C-Class,220 CDI AT,2014,"46,000 kms",Diesel,Second Owner,delhi,13.5 Lakh*
2026,Mercedes-Benz,M-Class,ML 350 4Matic,2012,"1,15,000 kms",Diesel,First Owner,delhi,16.5 Lakh*
2027,Audi,A6,2.0 TDI,2014,"80,000 kms",Diesel,First Owner,delhi,14.25 Lakh*
2028,BMW,X1,sDrive20i xLine,2017,"22,000 kms",Petrol,First Owner,delhi,27 Lakh*
2029,Toyota,Innova,Crysta 2016-2020 2.7 GX AT BSIV,2018,"41,000 kms",Petrol,First Owner,delhi,16.75 Lakh*
2030,Mercedes-Benz,E-Class,Exclusive E 220 d BSIV,2017,"60,000 kms",Diesel,First Owner,delhi,38.75 Lakh*
2031,Volkswagen,Beetle,2.0,2011,"10,000 kms",Petrol,First Owner,delhi,5 Lakh*
2032,Mercedes-Benz,E-Class,E 350 d BSIV,2019,"12,500 kms",Diesel,First Owner,delhi,70 Lakh*
2033,Tata,Zest,Quadrajet 1.3 XT,2014,"54,000 kms",Diesel,First Owner,delhi,4.5 Lakh*
2034,Mercedes-Benz,M-Class,ML 350 CDI,2012,"84,000 kms",Diesel,First Owner,delhi,18.5 Lakh*
2035,Maruti,Vitara,Brezza VDi AMT,2018,"40,000 kms",Diesel,First Owner,delhi,8.5 Lakh*
2036,Toyota,Etios,G,2011,"85,000 kms",Petrol,First Owner,delhi,2.55 Lakh*
2037,Ford,Ecosport,1.5 Ti VCT AT Titanium,2013,"68,000 kms",Petrol,Second Owner,delhi,5.35 Lakh*
2038,Toyota,Fortuner,4x2 AT,2013,"80,000 kms",Diesel,First Owner,delhi,14 Lakh*
2039,Honda,City,V AT,2012,"1,01,000 kms",Petrol,Second Owner,delhi,4.45 Lakh*
2040,Hyundai,i20,Active 1.2 SX,2016,"45,153 kms",Petrol,First Owner,delhi,6 Lakh*
2041,Maruti,Celerio,ZDi Option,2015,"65,000 kms",Diesel,Second Owner,delhi,3.25 Lakh*
2042,Renault,Duster,110PS Diesel RxZ,2012,"61,000 kms",Diesel,Second Owner,delhi,3.45 Lakh*
2043,Maruti,Swift,LXI BSIV,2010,"60,000 kms",Petrol,First Owner,delhi,2.15 Lakh*
2044,Maruti,Baleno,Delta 1.2,2019,"7,000 kms",Petrol,First Owner,delhi,6.25 Lakh*
2045,Isuzu,MU-X,2017-2020 2WD,2017,"35,000 kms",Diesel,First Owner,delhi,17.75 Lakh*
2046,BMW,X1,sDrive 20d Exclusive,2011,"52,000 kms",Diesel,First Owner,delhi,8 Lakh*
2047,Hyundai,Creta,1.6 SX Automatic Diesel,2019,"42,531 kms",Diesel,First Owner,delhi,14.25 Lakh*
2048,Mahindra,Thar,CRDe,2018,"20,000 kms",Diesel,First Owner,delhi,9.3 Lakh*
2049,Honda,WR-V,i-VTEC VX,2018,"40,000 kms",Petrol,First Owner,delhi,8 Lakh*
2050,Hyundai,Creta,1.6 SX Automatic Diesel,2019,"25,000 kms",Diesel,First Owner,delhi,14.85 Lakh*
2051,Mercedes-Benz,GL-Class,Progressive 220d,2017,"44,000 kms",Diesel,First Owner,delhi,36.5 Lakh*
2052,Volkswagen,Vento,Petrol Highline,2012,"62,000 kms",Petrol,First Owner,delhi,3.1 Lakh*
2053,Hyundai,Elantra,2.0 SX Option AT,2018,"32,000 kms",Petrol,First Owner,delhi,15.5 Lakh*
2054,BMW,3,Series 320d Luxury Line,2017,"47,000 kms",Diesel,First Owner,delhi,26 Lakh*
2055,Audi,Q3,Dynamic,2012,"60,000 kms",Diesel,First Owner,delhi,11.9 Lakh*
2056,BMW,X3,xDrive30d,2011,"76,000 kms",Diesel,Second Owner,delhi,11.5 Lakh*
2057,Hyundai,Creta,1.6 VTVT SX Plus,2017,"14,505 kms",Petrol,First Owner,delhi,9.25 Lakh*
2058,Toyota,Corolla,Altis VL MT,2015,"65,000 kms",Petrol,First Owner,delhi,8.5 Lakh*
2059,Toyota,Innova,2.5 G (Diesel) 8 Seater,2016,"81,000 kms",Diesel,First Owner,delhi,6.99 Lakh*
2060,Honda,City,i DTEC VX,2015,"50,000 kms",Diesel,First Owner,delhi,6 Lakh*
2061,Lexus,NX,300h Luxury,2018,"41,900 kms",Petrol,First Owner,delhi,52.9 Lakh*
2062,Hyundai,Verna,CRDi 1.6 SX,2018,"40,000 kms",Diesel,First Owner,delhi,8.4 Lakh*
2063,Mahindra,Thar,DI 4X4,2015,"60,000 kms",Diesel,First Owner,delhi,5.5 Lakh*
2064,Maruti,Swift,1.3 LXI,2007,"60,000 kms",Petrol,Second Owner,delhi,1 Lakh*
2065,Maruti,Ertiga,ZXI AT Petrol,2019,"35,000 kms",Petrol,Second Owner,delhi,8.99 Lakh*
2066,Audi,A6,2.0 TDI Premium Plus,2013,"82,000 kms",Diesel,First Owner,delhi,16.2 Lakh*
2067,Maruti,Ertiga,SHVS VDI,2017,"25,000 kms",Diesel,First Owner,delhi,6.99 Lakh*
2068,Honda,Amaze,VX i-DTEC,2014,"68,700 kms",Diesel,Second Owner,delhi,3.95 Lakh*
2069,Hyundai,i20,1.2 Magna,2011,"55,000 kms",Petrol,First Owner,delhi,2.45 Lakh*
2070,Renault,Duster,110PS Diesel RxZ,2013,"95,000 kms",Diesel,Second Owner,delhi,3.5 Lakh*
2071,Hyundai,i10,Magna 1.2,2010,"78,000 kms",Petrol,Second Owner,delhi,1.75 Lakh*
2072,Mahindra,Thar,CRDe,2018,"40,000 kms",Diesel,Second Owner,delhi,8 Lakh*
2073,Mahindra,Bolero,2011-2019 SLX,2012,"90,000 kms",Diesel,Third Owner,delhi,4 Lakh*
2074,Bentley,Mulsanne,6.8 BSIV,2012,"15,000 kms",Petrol,First Owner,delhi,2.35 Cr*
2075,BMW,X3,xDrive20d xLine,2018,"20,000 kms",Diesel,First Owner,delhi,51.5 Lakh*
2076,Mercedes-Benz,GL-Class,Grand Edition Luxury,2013,"52,000 kms",Diesel,Second Owner,delhi,30.5 Lakh*
2077,Mercedes-Benz,M-Class,ML 250 CDI,2014,"82,000 kms",Diesel,Second Owner,delhi,23.5 Lakh*
2078,Mercedes-Benz,E-Class,Exclusive E 220 d BSIV,2018,"43,000 kms",Diesel,First Owner,delhi,49.5 Lakh*
2079,BMW,6,Series GT 630i Luxury Line 2018-2021,2018,"39,000 kms",Petrol,First Owner,delhi,55 Lakh*
2080,BMW,7,Series 730Ld,2015,"32,000 kms",Diesel,First Owner,delhi,44 Lakh*
2081,BMW,7,Series 730Ld,2015,"18,000 kms",Diesel,First Owner,delhi,44 Lakh*
2082,Mini,Cooper,Countryman D High,2013,"26,000 kms",Diesel,First Owner,delhi,17.5 Lakh*
2083,Land,Rover,Range Rover Sport HSE,2018,"48,000 kms",Diesel,First Owner,delhi,38.9 Lakh*
2084,Mercedes-Benz,C-Class,Progressive C 220d,2019,"5,200 kms",Diesel,First Owner,delhi,47.5 Lakh*
2085,Mercedes-Benz,C-Class,Coupe C43 AMG,2017,"5,000 kms",Petrol,First Owner,delhi,54.9 Lakh*
2086,Mahindra,Scorpio,VLX 2WD AIRBAG BSIV,2012,"1,60,000 kms",Diesel,First Owner,delhi,6 Lakh*
2087,Hyundai,Xcent,1.2 Kappa Base,2016,"1,20,000 kms",Petrol,First Owner,delhi,3.25 Lakh*
2088,Toyota,Innova,Crysta 2016-2020 2.4 VX MT BSIV,2016,"35,000 kms",Diesel,First Owner,delhi,15.5 Lakh*
2089,Honda,Amaze,2016-2021 VX Diesel BSIV,2018,"39,500 kms",Diesel,First Owner,delhi,7.8 Lakh*
2090,Mercedes-Benz,C-Class,Progressive C 200,2019,"7,900 kms",Petrol,First Owner,delhi,42 Lakh*
2091,Ford,EcoSport,1.5 TDCi Titanium BSIV,2015,"56,000 kms",Diesel,Second Owner,delhi,5.5 Lakh*
2092,Skoda,Superb,1.8 TSI MT,2011,"1,07,000 kms",Petrol,First Owner,delhi,4.5 Lakh*
2093,Maruti,Baleno,Delta 1.2,2018,"37,000 kms",Petrol,First Owner,delhi,5.6 Lakh*
2094,Kia,Seltos,HTX Plus D,2019,"25,000 kms",Diesel,First Owner,delhi,17.5 Lakh*
2095,BMW,X4,M Sport X xDrive20d,2019,"18,000 kms",Diesel,Second Owner,delhi,49.75 Lakh*
2096,BMW,3,Series GT Luxury Line,2017,"30,000 kms",Diesel,First Owner,delhi,30 Lakh*
2097,Mercedes-Benz,E-Class,E250 CDI Launch Edition,2014,"48,000 kms",Diesel,Second Owner,delhi,17.9 Lakh*
2098,Mercedes-Benz,GLE,Class 43 AMG Coupe,2016,"41,000 kms",Petrol,Second Owner,delhi,63 Lakh*
2099,Mercedes-Benz,GLA,Class 200 CDI,2015,"85,000 kms",Diesel,First Owner,delhi,14.89 Lakh*
2100,Hyundai,Grand,i10 Sportz,2014,"40,619 kms",Petrol,First Owner,delhi,3.7 Lakh*
2101,Hyundai,Santro,Xing XL,2006,"1,16,501 kms",Petrol,Third Owner,delhi,"54,000*"
