,Brand,Model,Variant,Manufacturing_year,Driven_kilometers,Fuel,number_of_owners,location,Price
0,Maruti,Wagon,VXI,2016,"20,815 Kms",Petrol,1st Owner,Banglore,"₹ 4,69,000"
1,Maruti,Ignis,1.2 Delta BSIV,2017,"42,206 Kms",Petrol,1st Owner,Banglore,"₹ 5,32,000"
2,Maruti,Alto,LXi BSIII,2010,"60,998 Kms",Petrol,1st Owner,Banglore,"₹ 2,29,500"
3,Hyundai,i10,Sportz,2008,"93,398 Kms",Petrol,1st Owner,Banglore,"₹ 2,65,500"
4,Hyundai,Grand,1.2 Kappa Sportz BSIV,2019,"9,369 Kms",Petrol,1st Owner,Banglore,"₹ 6,19,000"
5,Honda,Brio,1.2 E MT,2016,"43,771 Kms",Petrol,1st Owner,Banglore,"₹ 4,15,500"
6,Hyundai,i10,Sportz,2014,"46,000 Kms",Petrol,2nd Owner,Banglore,"₹ 4,47,500"
7,Maruti,Alto,VXI AMT,2014,"65,385 Kms",Petrol,2nd Owner,Banglore,"₹ 3,12,000"
8,Maruti,Eeco,5 Seater AC,2019,"30,661 Kms",Petrol,1st Owner,Banglore,"₹ 4,44,000"
9,Hyundai,i10,Magna 1.1L,2012,"30,858 Kms",Petrol,1st Owner,Banglore,"₹ 3,44,000"
10,Honda,Brio,1.2 VX AT,2013,"84,561 Kms",Petrol,1st Owner,Banglore,"₹ 4,26,010"
11,Maruti,Swift,ZDI,2014,"115,848 Kms",Diesel,1st Owner,Banglore,"₹ 5,15,000"
12,Maruti,Swift,VXi,2009,"86,950 Kms",Petrol,2nd Owner,Banglore,"₹ 3,29,000"
13,Maruti,Celerio,VXI AT,2015,"17,042 Kms",Petrol,1st Owner,Banglore,"₹ 4,44,500"
14,Volkswagen,Vento,1.5 TDI Highline,2013,"57,800 kms",Diesel,First Owner,Banglore,5.25 Lakh*
15,Audi,Q7,2006-2020 45 TDI Quattro Premium Plus,2016,"53,981 kms",Diesel,First Owner,Banglore,48 Lakh*
16,Mercedes-Benz,GLE,Class 250d,2018,"49,000 kms",Diesel,Second Owner,Banglore,54.95 Lakh*
17,Audi,A6,2.0 TDI,2014,"97,021 kms",Diesel,First Owner,Banglore,22.75 Lakh*
18,Mercedes-Benz,M-Class,ML 250 CDI,2015,"39,000 kms",Diesel,First Owner,Banglore,33.45 Lakh*
19,Mercedes-Benz,GLA,Class 200 CDI,2017,"45,000 kms",Diesel,Second Owner,Banglore,25 Lakh*
20,Maruti,Wagon,R AMT VXI Option,2017,"32,060 kms",Petrol,First Owner,Banglore,5.2 Lakh*
21,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2010,"87,000 kms",Diesel,First Owner,Banglore,8.5 Lakh*
22,Hyundai,Creta,1.6 VTVT SX Plus,2017,"25,000 kms",Petrol,Second Owner,Banglore,10.5 Lakh*
23,Maruti,Swift,Dzire LDi,2011,"1,10,000 kms",Diesel,First Owner,Banglore,3.5 Lakh*
24,Maruti,Baleno,Zeta 1.3,2016,"60,000 kms",Diesel,Second Owner,Banglore,6.7 Lakh*
25,Hyundai,EON,Era Plus,2013,"37,000 kms",Petrol,Second Owner,Banglore,3.1 Lakh*
26,Ford,Figo,Diesel ZXI,2012,"70,000 kms",Diesel,Second Owner,Banglore,3.5 Lakh*
27,Hyundai,EON,Era Plus,2014,"23,048 kms",Petrol,Second Owner,Banglore,3.25 Lakh*
28,Volkswagen,Polo,Diesel Comfortline 1.2L,2013,"64,000 kms",Diesel,Third Owner,Banglore,4.25 Lakh*
29,Maruti,Baleno,Alpha 1.2,2017,"26,000 kms",Petrol,First Owner,Banglore,7.5 Lakh*
30,Mercedes-Benz,GLA,Class 200 d Sport,2018,"30,000 kms",Diesel,First Owner,Banglore,30 Lakh*
31,Skoda,Octavia,Ambiente 1.9 TDI MT,2004,"1,20,000 kms",Diesel,Second Owner,Banglore,2.5 Lakh*
32,Maruti,Swift,VXI BSIV,2016,"29,405 Kms",Petrol,1st Owner,Banglore,"₹ 6,05,500"
33,Maruti,Baleno,Std,2000,"1,10,000 kms",Petrol,Fourth & Above Owner,Banglore,1.45 Lakh*
34,Hyundai,Grand,i10 Sportz,2015,"58,662 kms",Petrol,First Owner,Banglore,4.85 Lakh*
35,Honda,City,i VTEC V,2016,"50,117 kms",Petrol,Second Owner,Banglore,7.45 Lakh*
36,Honda,Jazz,1.2 S i VTEC,2016,"30,191 kms",Petrol,Second Owner,Banglore,6.4 Lakh*
37,Mahindra,Scorpio,SLX 2.6 Turbo 8 Str,2006,"1,23,000 kms",Diesel,Third Owner,Banglore,3.4 Lakh*
38,Toyota,Fortuner,4x2 AT,2015,"1,27,086 kms",Diesel,Second Owner,Banglore,19 Lakh*
39,Honda,Jazz,V CVT,2018,"23,918 kms",Petrol,First Owner,Banglore,7.95 Lakh*
40,Honda,Brio,S MT,2015,"36,330 kms",Petrol,Second Owner,Banglore,4.2 Lakh*
41,Maruti,Swift,VDI BSIV,2016,"50,000 kms",Diesel,Second Owner,Banglore,5.8 Lakh*
42,Hyundai,Grand,i10 1.2 Kappa Sportz AT,2018,"34,000 kms",Petrol,First Owner,Banglore,6.45 Lakh*
43,Mahindra,XUV500,W4,2014,"51,000 kms",Diesel,Second Owner,Banglore,8.45 Lakh*
44,Mahindra,Xylo,E8,2012,"75,359 kms",Diesel,Second Owner,Banglore,6 Lakh*
45,Hyundai,EON,Magna,2013,"34,000 kms",Petrol,First Owner,Banglore,2.86 Lakh*
46,Toyota,Fortuner,2016-2021 2.8 2WD MT,2017,"35,000 kms",Diesel,First Owner,Banglore,29.75 Lakh*
47,Hyundai,i20,Asta,2009,"80,000 kms",Petrol,Second Owner,Banglore,3 Lakh*
48,Maruti,Swift,VXI,2017,"40,231 Kms",Petrol,1st Owner,Banglore,"₹ 5,82,500"
49,Volkswagen,Vento,1.5 TDI Highline AT,2015,"51,301 kms",Diesel,First Owner,Banglore,7.75 Lakh*
50,Maruti,Swift,VXI,2017,"40,231 Kms",Petrol,1st Owner,Banglore,"₹ 5,82,500"
51,Volkswagen,Vento,1.5 TDI Highline AT,2015,"51,301 kms",Diesel,First Owner,Banglore,7.75 Lakh*
52,Toyota,Innova,2.5 V Diesel 8-seater,2010,"94,000 kms",Diesel,Second Owner,Banglore,8.75 Lakh*
53,Hyundai,Creta,1.6 CRDi SX,2016,"36,000 kms",Diesel,First Owner,Banglore,12.73 Lakh*
54,Maruti,Swift,Dzire VDI,2014,"1,00,000 kms",Diesel,First Owner,Banglore,4.75 Lakh*
55,Renault,KWID,Climber 1.0 AMT BSIV,2018,"12,297 Kms",Petrol,1st Owner,Banglore,"₹ 4,82,000"
56,Maruti,Celerio,ZXI AT,2015,"9,485 kms",Petrol,First Owner,Banglore,5 Lakh*
57,Maruti,Baleno,Delta 1.3,2018,"33,258 kms",Diesel,First Owner,Banglore,7.85 Lakh*
58,Hyundai,EON,Sportz,2013,"37,700 kms",Petrol,Second Owner,Banglore,2.7 Lakh*
59,Audi,Q5,3.0 TDI Quattro,2011,"1,20,000 kms",Diesel,Second Owner,Banglore,15.5 Lakh*
60,Maruti,Swift,Dzire VXI 1.2 BS IV,2018,"24,459 kms",Petrol,First Owner,Banglore,6.89 Lakh*
61,Maruti,Swift,VDI,2019,"21,000 kms",Diesel,First Owner,Banglore,7.75 Lakh*
62,Hyundai,i20,Magna 1.4 CRDi,2016,"89,932 kms",Diesel,First Owner,Banglore,6 Lakh*
63,Hyundai,i10,Magna AT,2009,"68,357 kms",Petrol,Second Owner,Banglore,2.9 Lakh*
64,Maruti,Ertiga,ZXI Petrol,2020,"10,000 kms",Petrol,First Owner,Banglore,10.5 Lakh*
65,Maruti,Eeco,5 Seater AC BSIV,2017,"25,700 kms",Petrol,Second Owner,Banglore,3.8 Lakh*
66,Maruti,Swift,VXI,2011,"73,991 Kms",Petrol,1st Owner,Banglore,"₹ 3,79,500"
67,Honda,Civic,1.8 S MT,2009,"1,20,000 kms",Petrol,Fourth & Above Owner,Banglore,3.2 Lakh*
68,Mercedes-Benz,M-Class,ML 350 4Matic,2011,"1,10,000 kms",Diesel,Second Owner,Banglore,12 Lakh*
69,Honda,Mobilio,RS i DTEC,2015,"60,698 kms",Diesel,First Owner,Banglore,6.75 Lakh*
70,Maruti,Swift,ZXI BSIII,2008,"67,480 kms",Petrol,First Owner,Banglore,3.5 Lakh*
71,Hyundai,EON,Sportz,2013,"37,700 kms",Petrol,Second Owner,Banglore,2.7 Lakh*
72,Toyota,Land,Cruiser 2009-2020 VX Premium,2013,"2,29,000 kms",Diesel,First Owner,Banglore,59.9 Lakh*
73,Audi,Q5,3.0 TDI Quattro,2011,"1,20,000 kms",Diesel,Second Owner,Banglore,15.5 Lakh*
74,Maruti,Swift,Dzire VXI 1.2 BS IV,2018,"24,459 kms",Petrol,First Owner,Banglore,6.89 Lakh*
75,Maruti,Swift,VDI,2019,"21,000 kms",Diesel,First Owner,Banglore,7.75 Lakh*
76,Hyundai,i20,Magna 1.4 CRDi,2016,"89,932 kms",Diesel,First Owner,Banglore,6 Lakh*
77,Hyundai,i10,Magna AT,2009,"68,357 kms",Petrol,Second Owner,Banglore,2.9 Lakh*
78,Maruti,Ertiga,ZXI Petrol,2020,"10,000 kms",Petrol,First Owner,Banglore,10.5 Lakh*
79,Maruti,Eeco,5 Seater AC BSIV,2017,"25,700 kms",Petrol,Second Owner,Banglore,3.8 Lakh*
80,Hyundai,Xcent,1.2 Kappa SX Option,2016,"44,000 kms",Petrol,First Owner,Banglore,5.2 Lakh*
81,Maruti,Alto,2010-2014 VXI,2012,"31,316 Kms",Petrol,1st Owner,Banglore,"₹ 2,81,000"
82,Maruti,Swift,VXI,2011,"73,991 Kms",Petrol,1st Owner,Banglore,"₹ 3,79,500"
83,Maruti,Celerio,ZXI,2018,"17,247 Kms",Petrol,1st Owner,Banglore,"₹ 5,07,000"
84,Honda,Civic,1.8 S MT,2009,"1,20,000 kms",Petrol,Fourth & Above Owner,Banglore,3.2 Lakh*
85,Honda,Jazz,V,2017,"37,000 kms",Petrol,First Owner,Banglore,6.9 Lakh*
86,Toyota,Yaris,V BSIV,2018,"6,495 kms",Petrol,First Owner,Banglore,11.5 Lakh*
87,Honda,Jazz,VX CVT,2018,"50,897 kms",Petrol,Second Owner,Banglore,7.5 Lakh*
88,Honda,Jazz,VX CVT,2018,"19,741 kms",Petrol,First Owner,Banglore,8.4 Lakh*
89,Ford,Figo,Diesel Titanium,2011,"77,000 kms",Diesel,First Owner,Banglore,3.5 Lakh*
90,Hyundai,Xcent,1.2 VTVT S AT,2018,"10,000 kms",Petrol,First Owner,Banglore,6.4 Lakh*
91,Toyota,Land,Cruiser 2009-2020 VX Premium,2013,"2,29,000 kms",Diesel,First Owner,Banglore,59.9 Lakh*
92,Audi,Q5,3.0 TDI Quattro,2011,"1,20,000 kms",Diesel,Second Owner,Banglore,15.5 Lakh*
93,Ford,Endeavour,3.0L AT 4x2,2011,"39,200 kms",Diesel,First Owner,Banglore,10.75 Lakh*
94,Maruti,Swift,Dzire VXI 1.2 BS IV,2018,"24,459 kms",Petrol,First Owner,Banglore,6.89 Lakh*
95,Maruti,Swift,VDI,2019,"21,000 kms",Diesel,First Owner,Banglore,7.75 Lakh*
96,Hyundai,i20,Magna 1.4 CRDi,2016,"89,932 kms",Diesel,First Owner,Banglore,6 Lakh*
97,Hyundai,i10,Magna AT,2009,"68,357 kms",Petrol,Second Owner,Banglore,2.9 Lakh*
98,Maruti,Ertiga,ZXI Petrol,2020,"10,000 kms",Petrol,First Owner,Banglore,10.5 Lakh*
99,Maruti,Eeco,5 Seater AC BSIV,2017,"25,700 kms",Petrol,Second Owner,Banglore,3.8 Lakh*
100,Toyota,Fortuner,2016-2021 2.8 2WD MT BSIV,2019,"23,000 kms",Diesel,First Owner,Banglore,34 Lakh*
101,Maruti,Alto,LXi,2010,"20,000 kms",Petrol,First Owner,Banglore,2.25 Lakh*
102,Hyundai,Xcent,1.2 Kappa SX Option,2016,"44,000 kms",Petrol,First Owner,Banglore,5.2 Lakh*
103,Maruti,Alto,2010-2014 VXI,2012,"31,316 Kms",Petrol,1st Owner,Banglore,"₹ 2,81,000"
104,Maruti,Swift,VXI,2011,"73,991 Kms",Petrol,1st Owner,Banglore,"₹ 3,79,500"
105,Maruti,Celerio,ZXI,2018,"17,247 Kms",Petrol,1st Owner,Banglore,"₹ 5,07,000"
106,Toyota,Innova,2.0 VX 7 Seater,2005,"98,700 kms",Petrol,Fourth & Above Owner,Banglore,3.5 Lakh*
107,Skoda,Rapid,1.5 TDI Elegance Plus,2014,"67,800 kms",Diesel,Second Owner,Banglore,6 Lakh*
108,Hyundai,i20,1.2 Magna Executive,2018,"35,000 kms",Petrol,First Owner,Banglore,7.1 Lakh*
109,Renault,Captur,1.5 Diesel RXT Mono,2018,"47,500 kms",Diesel,First Owner,Banglore,12 Lakh*
110,Hyundai,Grand,i10 Asta,2014,"21,000 kms",Petrol,First Owner,Banglore,5 Lakh*
111,Ford,Ecosport,1.5 Ti VCT AT Titanium,2014,"41,804 kms",Petrol,First Owner,Banglore,7.25 Lakh*
112,Hyundai,Creta,1.4 CRDi S,2018,"20,500 kms",Diesel,Second Owner,Banglore,12 Lakh*
113,Mahindra,Bolero,2011-2019 mHAWK D70 ZLX,2019,"37,000 kms",Diesel,First Owner,Banglore,9.5 Lakh*
114,Mahindra,XUV500,W8 2WD,2013,"1,04,000 kms",Diesel,Second Owner,Banglore,8.35 Lakh*
115,Renault,Pulse,Petrol RxL,2016,"90,000 kms",Petrol,Second Owner,Banglore,3.2 Lakh*
116,Chevrolet,Tavera,B2 7 seats BSIII BG,2004,"90,000 kms",Diesel,Second Owner,Banglore,4 Lakh*
117,BMW,5,Series 520d Luxury Line,2014,"67,000 kms",Diesel,First Owner,Banglore,25.75 Lakh*
118,Hyundai,Verna,XXi ABS (Petrol),2009,"80,000 kms",Petrol,Third Owner,Banglore,2.75 Lakh*
119,Toyota,Fortuner,2016-2021 2.8 2WD AT BSIV,2017,"75,000 kms",Diesel,Second Owner,Banglore,31 Lakh*
120,Hyundai,Santro,Xing XL eRLX Euro II,2006,"80,000 kms",Petrol,Second Owner,Banglore,2.35 Lakh*
121,Maruti,Swift,Dzire VDI,2014,"1,00,000 kms",Diesel,First Owner,Banglore,4.75 Lakh*
122,Maruti,Baleno,Zeta 1.3,2016,"90,000 kms",Diesel,First Owner,Banglore,6.5 Lakh*
123,Maruti,Wagon,R LXI Minor,2010,"44,000 kms",Petrol,First Owner,Banglore,3.25 Lakh*
124,Renault,KWID,Climber 1.0 AMT BSIV,2018,"12,297 Kms",Petrol,1st Owner,Banglore,"₹ 4,82,000"
125,Maruti,Wagon,R VXI,2017,"46,000 kms",Petrol,First Owner,Banglore,4.75 Lakh*
126,Maruti,Celerio,ZXI AT,2015,"9,485 kms",Petrol,First Owner,Banglore,5 Lakh*
127,Maruti,Baleno,Delta 1.3,2018,"33,258 kms",Diesel,First Owner,Banglore,7.85 Lakh*
128,Volvo,S60,2015-2020 D4 KINETIC,2019,"30,000 kms",Diesel,First Owner,Banglore,32 Lakh*
129,Maruti,Ertiga,ZDI,2014,"59,660 kms",Diesel,Second Owner,Banglore,6.95 Lakh*
130,Maruti,Swift,VDI,2017,"58,000 kms",Diesel,First Owner,Banglore,7 Lakh*
131,Hyundai,EON,Sportz,2017,"27,000 kms",Petrol,Second Owner,Banglore,3.65 Lakh*
132,Maruti,Wagon,VXI,2018,"25,676 Kms",Petrol,1st Owner,Banglore,"₹ 4,82,000"
133,Volkswagen,Polo,2015-2019 GT TSI,2017,"30,000 kms",Petrol,Second Owner,Banglore,8.5 Lakh*
134,Maruti,Wagon,VXI Plus Optional,2017,"30,393 Kms",Petrol,1st Owner,Banglore,"₹ 4,59,000"
135,Hyundai,Elantra,2.0 SX Option AT,2017,"41,214 kms",Petrol,First Owner,Banglore,14.75 Lakh*
136,Renault,KWID,1.0 RXL,2017,"58,000 kms",Petrol,Second Owner,Banglore,3.35 Lakh*
137,Maruti,Swift,VXi BSIV,2014,"32,564 kms",Petrol,First Owner,Banglore,5.66 Lakh*
138,Maruti,Swift,Dzire AMT ZDI Plus,2017,"56,000 kms",Diesel,First Owner,Banglore,8.4 Lakh*
139,BMW,5,Series 520d Luxury Line,2016,"24,000 kms",Diesel,First Owner,Banglore,37 Lakh*
140,Maruti,Swift,VXI BSIII,2008,"43,000 Kms",Petrol,1st Owner,Banglore,"₹ 2,87,000"
141,Hyundai,Accent,Gvs,2003,"80,000 kms",Petrol,First Owner,Banglore,1.55 Lakh*
142,Maruti,Ciaz,VDi Option SHVS,2017,"80,000 kms",Diesel,Second Owner,Banglore,6.85 Lakh*
143,Maruti,Swift,ZXI BSIII,2008,"67,480 kms",Petrol,First Owner,Banglore,3.5 Lakh*
144,Maruti,Swift,VXI,2013,"30,045 Kms",Petrol,1st Owner,Banglore,"₹ 4,72,000"
145,Volkswagen,Polo,2015-2019 GT TSI,2017,"45,000 kms",Petrol,Second Owner,Banglore,8.1 Lakh*
146,Mercedes-Benz,GLS,2016-2020 350d Grand Edition,2018,"42,500 kms",Diesel,First Owner,Banglore,72.5 Lakh*
147,Volvo,S60,D4 KINETIC,2014,"75,000 kms",Diesel,Second Owner,Banglore,13.95 Lakh*
148,Maruti,SX4,Zxi BSIII,2013,"1,03,605 kms",Petrol,First Owner,Banglore,4.4 Lakh*
149,Hyundai,Creta,1.6 CRDi SX Option,2017,"78,000 kms",Diesel,First Owner,Banglore,12.85 Lakh*
150,Maruti,Swift,VDI,2013,"73,400 Kms",Diesel,2nd Owner,Banglore,"₹ 5,05,500"
151,Hyundai,Santa,Fe 4WD AT,2015,"1,17,000 kms",Diesel,Second Owner,Banglore,14.75 Lakh*
152,Ford,Endeavour,2.2 Titanium AT 4X2,2018,"55,921 kms",Diesel,Second Owner,Banglore,28 Lakh*
153,BMW,3,Series 320d,2012,"82,761 kms",Diesel,Second Owner,Banglore,13.5 Lakh*
154,Hyundai,i20,2015-2017 Asta 1.2,2013,"82,500 kms",Petrol,First Owner,Banglore,4.85 Lakh*
155,Toyota,Innova,2.5 G4 Diesel 7-seater,2010,"1,27,817 kms",Diesel,First Owner,Banglore,7.25 Lakh*
156,Maruti,Celerio,ZXI AMT BSIV,2019,"25,000 kms",Petrol,Second Owner,Banglore,5.95 Lakh*
157,Toyota,Innova,2.5 V Diesel 8-seater,2010,"94,000 kms",Diesel,Second Owner,Banglore,8.75 Lakh*
158,Mercedes-Benz,GL-Class,350 CDI Luxury,2012,"58,000 kms",Diesel,First Owner,Banglore,33 Lakh*
159,Honda,Jazz,S,2011,"63,000 kms",Petrol,First Owner,Banglore,4.25 Lakh*
160,Hyundai,EON,Era Plus,2014,"30,000 kms",Petrol,First Owner,Banglore,3.3 Lakh*
161,Honda,Brio,VX AT,2014,"80,000 kms",Petrol,Second Owner,Banglore,5.25 Lakh*
162,Hyundai,i20,2015-2017 Asta Option 1.4 CRDi,2017,"55,061 kms",Diesel,Second Owner,Banglore,7.75 Lakh*
163,Mercedes-Benz,E-Class,E250 CDI Avantgrade,2014,"60,000 kms",Diesel,First Owner,Banglore,24.75 Lakh*
164,Hyundai,i10,Magna 1.2,2010,"44,700 kms",Petrol,First Owner,Banglore,3.25 Lakh*
165,Honda,CR-V,2.4 MT,2008,"71,000 kms",Petrol,Second Owner,Banglore,5.45 Lakh*
166,Maruti,Alto,800 LXI,2016,"31,900 kms",Petrol,First Owner,Banglore,3.35 Lakh*
167,Toyota,Fortuner,4x4 MT,2012,"1,19,000 kms",Diesel,First Owner,Banglore,16.75 Lakh*
168,Honda,Brio,1.2 VX MT,2017,"23,000 kms",Petrol,First Owner,Banglore,5.75 Lakh*
169,BMW,3,Series 320d Sedan,2010,"99,000 kms",Diesel,First Owner,Banglore,11.75 Lakh*
170,Hyundai,Creta,1.6 CRDi SX,2016,"36,000 kms",Diesel,First Owner,Banglore,12.73 Lakh*
171,Maruti,Swift,Dzire VXI 1.2 BS IV,2017,"37,000 kms",Petrol,First Owner,Banglore,6.75 Lakh*
172,Ford,EcoSport,1.5 Petrol Titanium Plus AT,2017,"54,680 kms",Petrol,First Owner,Banglore,8.45 Lakh*
173,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2016,"1,00,000 kms",Diesel,First Owner,Banglore,24.74 Lakh*
174,Volkswagen,Phaeton,3.6,2013,"51,000 kms",Petrol,Second Owner,Banglore,23 Lakh*
175,Hyundai,i20,1.4 Asta,2018,"36,000 kms",Diesel,First Owner,Banglore,8.6 Lakh*
176,Toyota,Corolla,H3,2006,"80,794 kms",Petrol,Third Owner,Banglore,2.85 Lakh*
177,Hyundai,i20,1.2 Magna Executive,2018,"35,000 kms",Petrol,First Owner,Banglore,7.1 Lakh*
178,Ford,EcoSport,1.5 Diesel Titanium,2016,"60,458 kms",Diesel,First Owner,Banglore,8.5 Lakh*
179,Hyundai,i10,Magna LPG,2013,"65,000 kms",LPG,Second Owner,Banglore,3.75 Lakh*
180,Renault,Captur,1.5 Diesel RXT Mono,2018,"47,500 kms",Diesel,First Owner,Banglore,12 Lakh*
181,Hyundai,Grand,i10 Asta,2014,"21,000 kms",Petrol,First Owner,Banglore,5 Lakh*
182,Ford,Ecosport,1.5 Ti VCT AT Titanium,2014,"41,804 kms",Petrol,First Owner,Banglore,7.25 Lakh*
183,Mercedes-Benz,GLS,400d 4MATIC,2020,"18,500 kms",Diesel,Test Drive Car,Banglore,1.06 Cr*
184,Hyundai,Creta,1.6 VTVT SX Plus,2017,"2,200 kms",Petrol,First Owner,Banglore,13.75 Lakh*
185,Hyundai,Xcent,1.2 Kappa AT SX Option,2014,"70,000 kms",Petrol,Second Owner,Banglore,3.59 Lakh*
186,Hyundai,Creta,1.4 CRDi S,2018,"20,500 kms",Diesel,Second Owner,Banglore,12 Lakh*
187,Mahindra,Bolero,2011-2019 mHAWK D70 ZLX,2019,"37,000 kms",Diesel,First Owner,Banglore,9.5 Lakh*
188,Mahindra,XUV500,W8 2WD,2013,"1,04,000 kms",Diesel,Second Owner,Banglore,8.35 Lakh*
189,Renault,Pulse,Petrol RxL,2016,"90,000 kms",Petrol,Second Owner,Banglore,3.2 Lakh*
190,Chevrolet,Tavera,B2 7 seats BSIII BG,2004,"90,000 kms",Diesel,Second Owner,Banglore,4 Lakh*
191,BMW,5,Series 520d Luxury Line,2014,"67,000 kms",Diesel,First Owner,Banglore,25.75 Lakh*
192,Honda,Amaze,VX i-Vtech,2014,"51,100 kms",Petrol,First Owner,Banglore,4.95 Lakh*
193,Hyundai,Verna,XXi ABS (Petrol),2009,"80,000 kms",Petrol,Third Owner,Banglore,2.75 Lakh*
194,Toyota,Fortuner,2016-2021 2.8 2WD AT BSIV,2017,"75,000 kms",Diesel,Second Owner,Banglore,31 Lakh*
195,Hyundai,Santro,Xing XL eRLX Euro II,2006,"80,000 kms",Petrol,Second Owner,Banglore,2.35 Lakh*
196,Maruti,Swift,Dzire VDI,2014,"1,00,000 kms",Diesel,First Owner,Banglore,4.75 Lakh*
197,Maruti,Baleno,Zeta 1.3,2016,"90,000 kms",Diesel,First Owner,Banglore,6.5 Lakh*
198,Maruti,Wagon,R LXI Minor,2010,"44,000 kms",Petrol,First Owner,Banglore,3.25 Lakh*
199,Renault,KWID,AMT,2017,"53,000 kms",Petrol,Second Owner,Banglore,3.7 Lakh*
200,Renault,KWID,Climber 1.0 AMT BSIV,2018,"12,297 Kms",Petrol,1st Owner,Banglore,"₹ 4,82,000"
201,Hyundai,Verna,1.6 SX VTVT AT,2013,"60,000 kms",Petrol,Third Owner,Banglore,5.6 Lakh*
202,Hyundai,i20,Magna 1.4 CRDi,2016,"44,953 kms",Diesel,First Owner,Banglore,6.75 Lakh*
203,Maruti,Wagon,R VXI,2017,"46,000 kms",Petrol,First Owner,Banglore,4.75 Lakh*
204,Maruti,Celerio,ZXI AT,2015,"9,485 kms",Petrol,First Owner,Banglore,5 Lakh*
205,Maruti,Baleno,Delta 1.3,2018,"33,258 kms",Diesel,First Owner,Banglore,7.85 Lakh*
206,Volvo,S60,2015-2020 D4 KINETIC,2019,"30,000 kms",Diesel,First Owner,Banglore,32 Lakh*
207,Maruti,Ertiga,ZDI,2014,"59,660 kms",Diesel,Second Owner,Banglore,6.95 Lakh*
208,Maruti,Celerio,VXI AT,2014,"49,000 kms",Petrol,Second Owner,Banglore,4.25 Lakh*
209,Mercedes-Benz,GLA,Class 200 CDI,2015,"56,500 kms",Diesel,Second Owner,Banglore,19.5 Lakh*
210,Maruti,Swift,VXI,2013,"76,000 kms",Petrol,First Owner,Banglore,4.95 Lakh*
211,Mahindra,TUV,300 T10 Dual Tone,2019,"23,100 kms",Diesel,First Owner,Banglore,10 Lakh*
212,Honda,Amaze,S i-Dtech,2014,"65,000 kms",Diesel,Second Owner,Banglore,5 Lakh*
213,Mahindra,XUV500,W11 AT BSIV,2018,"25,000 kms",Diesel,First Owner,Banglore,18 Lakh*
214,Maruti,Ciaz,Alpha BSIV,2018,"12,000 kms",Petrol,First Owner,Banglore,9.75 Lakh*
215,Honda,Jazz,S,2011,"63,902 kms",Petrol,First Owner,Banglore,4.5 Lakh*
216,Maruti,Baleno,Vxi,2006,"80,000 kms",Petrol,First Owner,Banglore,2.5 Lakh*
217,Maruti,Alto,K10 VXI,2015,"30,000 kms",Petrol,First Owner,Banglore,3.65 Lakh*
218,Toyota,Yaris,VX CVT BSIV,2018,"16,860 kms",Petrol,First Owner,Banglore,13.4 Lakh*
219,Maruti,Baleno,Delta 1.2,2018,"21,000 kms",Petrol,First Owner,Banglore,6.75 Lakh*
220,Maruti,Ertiga,SHVS ZDI,2016,"42,231 kms",Diesel,First Owner,Banglore,9.25 Lakh*
221,Mercedes-Benz,C-Class,C 200 Avantgarde Edition C,2017,"9,280 kms",Petrol,First Owner,Banglore,37.85 Lakh*
222,Hyundai,Verna,CRDi SX,2008,"71,000 kms",Diesel,Second Owner,Banglore,3.63 Lakh*
223,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2011,"2,13,141 kms",Diesel,First Owner,Banglore,7.75 Lakh*
224,Ford,Figo,1.2 Trend Plus MT,2017,"47,379 kms",Petrol,First Owner,Banglore,5.45 Lakh*
225,Maruti,Ciaz,Alpha BSIV,2018,"15,000 kms",Petrol,First Owner,Banglore,9.25 Lakh*
226,Maruti,Baleno,Zeta Automatic,2017,"33,000 kms",Petrol,First Owner,Banglore,7.23 Lakh*
227,Mercedes-Benz,CLA,200 CDI Sport,2016,"44,000 kms",Diesel,First Owner,Banglore,24.65 Lakh*
228,Maruti,Ertiga,ZDI,2015,"61,758 Kms",Diesel,1st Owner,Banglore,"₹ 7,35,500"
229,Maruti,Swift,VXI BSIII,2008,"43,000 Kms",Petrol,1st Owner,Banglore,"₹ 2,87,000"
230,Maruti,Wagon,R AMT VXI Plus,2017,"10,000 kms",Petrol,First Owner,Banglore,4.95 Lakh*
231,Hyundai,Accent,Gvs,2003,"80,000 kms",Petrol,First Owner,Banglore,1.55 Lakh*
232,Nissan,Terrano,XL 85 PS,2014,"1,10,000 kms",Diesel,Second Owner,Banglore,6.3 Lakh*
233,Mahindra,XUV500,W8 AWD,2012,"1,20,000 kms",Diesel,Second Owner,Banglore,6.75 Lakh*
234,Maruti,Ciaz,VDi Option SHVS,2017,"80,000 kms",Diesel,Second Owner,Banglore,6.85 Lakh*
235,Renault,Duster,Petrol RXS,2018,"20,000 kms",Petrol,First Owner,Banglore,9.35 Lakh*
236,Maruti,Swift,ZXI BSIII,2008,"67,480 kms",Petrol,First Owner,Banglore,3.5 Lakh*
237,Maruti,Swift,VXI,2013,"30,045 Kms",Petrol,1st Owner,Banglore,"₹ 4,72,000"
